tumor_id	normal_id	tumor_bam	normal_bam
159	s_C_006774_P001_d	s_C_006774_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006774_P001_d/s_C_006774_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006774_N001_d/s_C_006774_N001_d.bam
160	s_C_006777_M001_d	s_C_006777_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006777_M001_d/s_C_006777_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006777_N001_d/s_C_006777_N001_d.bam
161	s_C_006780_M001_d	s_C_006780_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006780_M001_d/s_C_006780_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006780_N001_d/s_C_006780_N001_d.bam
162	s_C_006786_M001_d	s_C_006786_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006786_M001_d/s_C_006786_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006786_N001_d/s_C_006786_N001_d.bam
163	s_C_006799_P001_d	s_C_006799_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006799_P001_d/s_C_006799_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006799_N001_d/s_C_006799_N001_d.bam
164	s_C_006836_P001_d	s_C_006836_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006836_P001_d/s_C_006836_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006836_N001_d/s_C_006836_N001_d.bam
165	s_C_006845_M001_d	s_C_006845_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006845_M001_d/s_C_006845_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006845_N001_d/s_C_006845_N001_d.bam
166	s_C_006848_P001_d	s_C_006848_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006848_P001_d/s_C_006848_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006848_N001_d/s_C_006848_N001_d.bam
167	s_C_006860_M001_d	s_C_006860_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006860_M001_d/s_C_006860_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006860_N001_d/s_C_006860_N001_d.bam
168	s_C_006862_M001_d	s_C_006862_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006862_M001_d/s_C_006862_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006862_N001_d/s_C_006862_N001_d.bam
169	s_C_006863_P001_d	s_C_006863_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006863_P001_d/s_C_006863_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006863_N001_d/s_C_006863_N001_d.bam
170	s_C_006867_P001_d	s_C_006867_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006867_P001_d/s_C_006867_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006867_N001_d/s_C_006867_N001_d.bam
171	s_C_006871_M001_d	s_C_006871_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006871_M001_d/s_C_006871_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006871_N001_d/s_C_006871_N001_d.bam
172	s_C_006894_P001_d	s_C_006894_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006894_P001_d/s_C_006894_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006894_N001_d/s_C_006894_N001_d.bam
173	s_C_006998_P001_d	s_C_006998_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006998_P001_d/s_C_006998_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006998_N001_d/s_C_006998_N001_d.bam
174	s_C_007002_M016_d	s_C_007002_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_007002_M016_d/s_C_007002_M016_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_007002_N001_d/s_C_007002_N001_d.bam
175	s_C_1YWWPD_M001_d	s_C_1YWWPD_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_1YWWPD_M001_d/s_C_1YWWPD_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_1YWWPD_N001_d/s_C_1YWWPD_N001_d.bam
176	s_C_3XKXJR_P001_d	s_C_3XKXJR_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_3XKXJR_P001_d/s_C_3XKXJR_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_3XKXJR_N001_d/s_C_3XKXJR_N001_d.bam
177	s_C_52EWM0_M001_d	s_C_52EWM0_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_52EWM0_M001_d/s_C_52EWM0_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_52EWM0_N001_d/s_C_52EWM0_N001_d.bam
178	s_C_56Y6W5_M001_d	s_C_56Y6W5_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_56Y6W5_M001_d/s_C_56Y6W5_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_56Y6W5_N001_d/s_C_56Y6W5_N001_d.bam
179	s_C_56Y6W5_P001_d	s_C_56Y6W5_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_56Y6W5_P001_d/s_C_56Y6W5_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_56Y6W5_N001_d/s_C_56Y6W5_N001_d.bam
180	s_C_596NA9_P001_d	s_C_596NA9_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_596NA9_P001_d/s_C_596NA9_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_596NA9_N001_d/s_C_596NA9_N001_d.bam
181	s_C_65KXKC_P001_d	s_C_65KXKC_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_65KXKC_P001_d/s_C_65KXKC_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_65KXKC_N001_d/s_C_65KXKC_N001_d.bam
182	s_C_9ET2HU_M001_d	s_C_9ET2HU_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_9ET2HU_M001_d/s_C_9ET2HU_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_9ET2HU_N001_d/s_C_9ET2HU_N001_d.bam
183	s_C_9RL6CT_M002_d	s_C_9RL6CT_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_9RL6CT_M002_d/s_C_9RL6CT_M002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_9RL6CT_N001_d/s_C_9RL6CT_N001_d.bam
184	s_C_A9YFRE_P096_d	s_C_A9YFRE_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_A9YFRE_P096_d/s_C_A9YFRE_P096_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_A9YFRE_N001_d/s_C_A9YFRE_N001_d.bam
185	s_C_EVW5T9_M002_d	s_C_EVW5T9_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_EVW5T9_M002_d/s_C_EVW5T9_M002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_EVW5T9_N001_d/s_C_EVW5T9_N001_d.bam
186	s_C_FW8MA8_M001_d	s_C_FW8MA8_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_FW8MA8_M001_d/s_C_FW8MA8_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_FW8MA8_N001_d/s_C_FW8MA8_N001_d.bam
187	s_C_HTND7H_P001_d	s_C_HTND7H_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_HTND7H_P001_d/s_C_HTND7H_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_HTND7H_N001_d/s_C_HTND7H_N001_d.bam
188	s_C_J8DMAP_M001_d	s_C_J8DMAP_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_J8DMAP_M001_d/s_C_J8DMAP_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_J8DMAP_N002_d/s_C_J8DMAP_N002_d.bam
189	s_C_JKAWW6_P001_d	s_C_JKAWW6_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_JKAWW6_P001_d/s_C_JKAWW6_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_JKAWW6_N001_d/s_C_JKAWW6_N001_d.bam
190	s_C_K6CAAW_P001_d	s_C_K6CAAW_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_K6CAAW_P001_d/s_C_K6CAAW_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_K6CAAW_N001_d/s_C_K6CAAW_N001_d.bam
191	s_C_L709LJ_M001_d	s_C_L709LJ_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_L709LJ_M001_d/s_C_L709LJ_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_L709LJ_N001_d/s_C_L709LJ_N001_d.bam
192	s_C_L74K15_M002_d	s_C_L74K15_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_L74K15_M002_d/s_C_L74K15_M002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_L74K15_N001_d/s_C_L74K15_N001_d.bam
193	s_C_M7K7EH_P001_d	s_C_M7K7EH_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_M7K7EH_P001_d/s_C_M7K7EH_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_M7K7EH_N001_d/s_C_M7K7EH_N001_d.bam
194	s_C_RTD7HU_P096_d	s_C_RTD7HU_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_RTD7HU_P096_d/s_C_RTD7HU_P096_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_RTD7HU_N001_d/s_C_RTD7HU_N001_d.bam
195	s_C_RW63L9_P096_d	s_C_RW63L9_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_RW63L9_P096_d/s_C_RW63L9_P096_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_RW63L9_N001_d/s_C_RW63L9_N001_d.bam
196	s_C_RXCXAN_P096_d	s_C_RXCXAN_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_RXCXAN_P096_d/s_C_RXCXAN_P096_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_RXCXAN_N001_d/s_C_RXCXAN_N001_d.bam
197	s_C_U10A6F_P087_d	s_C_U10A6F_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_U10A6F_P087_d/s_C_U10A6F_P087_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_U10A6F_N001_d/s_C_U10A6F_N001_d.bam
198	s_C_VC7LNE_P001_d	s_C_VC7LNE_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_VC7LNE_P001_d/s_C_VC7LNE_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_VC7LNE_N001_d/s_C_VC7LNE_N001_d.bam
199	s_C_YTTK0N_P096_d	s_C_YTTK0N_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_YTTK0N_P096_d/s_C_YTTK0N_P096_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_YTTK0N_N001_d/s_C_YTTK0N_N001_d.bam
